belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,release_date,runtime,status,revenue
1,5000000,538,1,1,11,1223,1,2,90,1,38610009
1,65000000,288,1,1,1,1224,199,3,95,1,240159255
1,650000,539,1,1,8,1225,1,3,98,1,33245
0,72000000,475,0,1,11,1226,1,3,106,1,408247917
0,18000000,536,0,1,8,1227,1,4,122,1,26828365
0,12000000,540,1,1,12,1228,1,1,110,1,81272766
0,22531334,1,0,1,0,0,0,2,94,1,989000
0,22531334,541,0,1,7,0,1,4,80,1,286201
0,28000000,542,1,1,8,1229,1,1,108,1,16374328
0,22531334,1,0,1,1,1230,1,4,90,1,320092
0,22531334,543,0,1,5,1231,1,3,95,1,16017403
0,30000000,65,0,1,3,1232,1,1,140,1,13130349
0,22531334,1,0,1,9,1233,1,2,100,1,3214116
1,68000000,544,0,1,11,1234,1,2,116,1,118063304
1,30000000,124,1,1,22,1235,1,4,81,1,373554033
0,15000000,289,1,1,16,1236,1,4,98,1,61548707
0,10000000,545,0,1,6,1237,1,1,101,1,1631839
1,10000000,29,1,1,18,1238,1,3,97,1,52882018
0,65000000,22,0,1,19,1239,1,1,157,1,84785914
0,25000000,14,1,1,8,1240,1,3,109,1,163670000
1,800000,546,0,1,12,1241,1,1,93,1,14000000
0,22531334,8,0,1,0,0,18,3,98,1,269823
0,8000000,547,0,1,10,1242,6,4,103,1,82703
1,22531334,81,0,1,9,1243,1,3,90,1,21134374
0,130000000,399,0,1,11,1244,1,2,100,1,243843127
0,22531334,356,0,13,1,1245,28,3,111,1,243000
0,18000000,151,0,5,10,1246,200,1,105,1,1831348
0,88000000,311,1,1,21,1247,1,3,105,1,243637091
0,777000,548,1,1,8,1248,1,1,86,1,2437000
0,42000000,188,0,1,8,1249,1,2,115,1,63781810
1,2000000,148,0,1,3,1250,1,2,85,1,2260622
0,12000000,3,0,5,5,1251,8,1,106,1,21026290
0,22531334,1,1,1,2,1252,1,2,111,1,1079726
0,10000000,5,0,1,7,45,1,1,96,1,47410000
0,36000000,118,1,1,9,1253,116,1,84,1,189712432
0,15000000,14,1,1,11,1254,18,1,107,1,59389433
0,22531334,85,0,1,2,1255,1,3,95,1,5979011
0,22531334,90,1,1,1,1256,35,4,94,1,140987
0,850000,23,0,1,3,1257,1,3,107,1,819939
0,14000000,65,0,1,8,1258,6,4,106,1,16002420
0,22531334,549,1,1,6,1259,1,1,81,1,7000000
0,4798235,7,0,1,9,1260,6,3,107,1,209696
0,10000000,3,0,1,3,1261,1,2,98,1,1759252
0,22531334,172,0,1,8,1262,1,2,100,1,4719695
0,750000,54,0,13,0,1263,28,2,0,1,3
1,4000000,1,0,5,5,1264,8,2,100,1,29456000
0,22531334,46,0,1,10,26,1,2,97,1,36489888
0,22531334,550,1,1,6,1265,1,2,87,1,1055287
0,20000000,551,1,1,10,1266,144,1,98,1,51416464
0,22531334,33,0,1,6,1267,201,1,130,1,519535
0,90000000,552,0,1,12,1268,1,4,87,1,182290266
0,500000,3,0,1,0,1269,2,4,157,1,500000
0,2500000,1,1,1,1,1270,1,1,84,1,230069
1,145000000,553,1,1,12,1271,1,2,102,1,609123048
0,22531334,85,1,1,1,1272,1,1,106,1,1553826
0,30000000,126,0,1,8,509,1,4,138,1,135130999
0,22531334,14,0,1,5,1273,6,4,93,1,22321
1,22531334,264,0,1,2,1274,103,3,98,1,10676194
0,17500000,1,0,1,7,1275,1,3,110,1,19179969
0,7000000,323,0,1,7,1276,1,1,91,1,560069
1,75000000,147,1,1,9,1277,89,4,129,1,142400065
0,27220000,186,0,1,12,1278,1,3,105,1,5496951
0,22000000,3,1,1,11,1279,1,4,105,1,9479718
0,1200000,554,0,1,8,1280,1,1,81,1,760883
0,7000000,7,0,1,8,61,1,1,98,1,19595031
0,22531334,3,0,15,7,1281,51,3,121,1,19978961
1,6000000,16,1,1,12,1282,88,1,108,1,30471
0,15000000,116,1,1,7,1283,1,1,140,1,35485608
0,28000000,47,1,1,13,1284,1,4,130,1,133346506
0,22531334,8,1,1,1,0,1,3,88,1,11000
0,2000000,1,0,1,11,1285,1,2,108,1,22179430
0,70000000,472,0,1,3,713,1,3,101,1,11263966
1,22531334,42,0,1,9,26,59,2,110,1,239606210
1,22531334,245,0,1,13,46,1,2,76,1,93600000
0,40000000,15,0,1,6,1286,18,2,101,1,84601681
0,9100000,555,1,2,4,1287,2,4,183,1,76000000
0,450000,14,0,1,2,1288,18,2,84,1,973525
0,22531334,14,1,1,3,1289,1,1,85,1,6700
0,10500000,556,0,1,5,1290,10,4,89,1,11582891
0,4000000,3,0,1,12,634,10,3,102,1,119723856
0,1000000,255,0,1,2,226,1,2,96,1,16000000
1,28000000,67,0,1,17,1291,18,1,117,1,96188903
1,80000000,351,1,8,7,1292,32,1,136,1,121059225
0,1300000,557,0,1,7,1293,18,4,105,1,10750000
1,10000000,558,0,1,1,0,202,2,127,1,25800
0,25000000,559,0,1,1,1294,1,1,87,1,12000000
0,9000000,90,0,1,6,1295,1,4,114,1,28607524
0,17000000,15,1,1,7,1296,108,1,95,1,20455276
0,22531334,198,0,1,11,31,1,3,83,1,12382362
0,44500000,87,1,1,14,1297,1,4,120,1,232324128
1,30000000,163,0,1,8,1298,203,1,91,1,15556340
0,35000000,560,1,1,8,1299,1,1,112,1,23083334
0,22531334,3,0,1,7,1300,1,2,97,1,3384747
0,22531334,561,0,1,5,1301,1,3,96,1,1031243
0,31000000,148,0,1,5,1302,1,3,103,1,53208180
0,1250000,3,0,1,9,1303,1,4,101,1,11000000
0,45000000,67,1,1,7,1304,1,3,109,1,92374674
1,12000000,111,0,1,6,1305,1,4,89,1,40855419
0,22531334,61,0,1,7,1306,1,3,89,1,102617
0,10000000,1,0,1,7,1307,1,1,89,1,26488734
0,16000000,1,0,1,9,1308,1,4,89,1,66468332
1,150000000,108,1,1,1,1309,1,2,107,1,373062864
0,2000000,3,0,13,1,1310,28,2,90,1,696681
0,50000000,11,0,1,6,1311,1,1,88,1,6808550
0,70000000,562,0,1,16,1312,1,4,92,1,215529201
0,22531334,563,0,1,1,1313,1,4,105,1,3206713
1,20000000,246,1,1,14,1314,1,1,108,1,17280326
0,4520000,564,0,1,3,1315,1,1,101,1,7175592
0,6000000,3,0,6,7,1316,15,1,111,1,5809330
0,11000000,3,1,1,12,1317,204,2,109,1,161789
0,40000000,565,0,1,13,1318,205,1,111,1,240978
1,50000000,566,0,1,17,1319,18,2,114,1,159773545
0,22531334,14,0,1,8,1320,1,2,101,1,1929168
0,15000000,23,0,1,4,226,1,1,94,1,9902115
0,73000000,567,0,1,12,1321,88,3,98,1,103891409
0,14000000,1,0,1,8,1322,1,3,98,1,154864401
0,50000000,205,0,1,10,1323,24,1,130,1,38955598
1,19000000,262,0,1,10,1324,1,4,93,1,40846082
0,30000000,152,1,1,12,1325,206,3,112,1,210819611
0,18000000,3,0,1,6,61,1,4,122,1,11500000
0,22531334,360,0,1,10,1326,1,2,95,1,3537961
0,891000,8,0,1,0,0,35,1,89,0,229000
0,43000000,3,0,1,11,1327,1,4,136,1,80049764
0,55000000,568,0,1,15,1328,1,3,134,1,127600435
0,662141,569,0,1,1,73,1,2,98,1,1606624
0,400000,0,0,1,0,0,0,3,97,1,43719
0,22531334,570,0,5,4,1329,8,2,122,1,460226
0,85000000,571,0,1,14,2,1,2,93,1,252712101
1,45000000,414,1,1,14,1330,207,3,105,1,73762516
0,22531334,3,0,1,4,1331,1,1,102,1,540152
0,22531334,210,0,1,3,1332,208,1,105,1,28400000
1,1800000,31,0,1,7,1333,1,4,104,1,41158757
0,22531334,87,0,1,0,0,1,2,116,1,170832
1,260000000,572,1,1,39,1334,1,2,149,1,604942143
0,15000000,315,1,1,10,1335,18,1,107,1,34533783
1,3000000,38,1,13,1,0,28,4,73,1,19010585
1,30000000,391,1,15,8,1336,10,3,84,1,133949270
1,7000000,3,0,1,12,7,1,2,119,1,200182160
0,30000000,573,1,1,5,73,21,1,101,1,13273595
0,22531334,574,0,1,4,1337,6,3,93,1,1697294
0,25000000,481,0,1,7,1338,1,2,92,1,4152230
1,22531334,575,1,15,8,45,51,1,129,1,30231200
1,17000000,198,0,1,6,1339,1,2,101,1,78247647
0,4600000,576,0,2,4,1340,2,3,186,1,25000000
0,4500000,577,0,1,8,1341,1,2,86,1,1261000
1,110000000,51,1,1,17,153,18,4,119,1,333011068
1,61000000,45,1,1,41,1342,1,3,132,1,311256926
0,1000000,3,1,1,8,1343,1,3,129,1,34522221
0,22531334,14,0,1,4,1344,18,4,144,1,3692836
0,20000000,1,0,1,17,1345,25,3,104,1,35739755
0,15000000,179,1,1,15,1346,1,3,100,1,78054825
0,500000,36,0,1,0,0,0,2,95,1,10300
0,7000000,47,1,1,8,1347,1,3,106,1,2697930
0,1400000,3,0,1,12,224,1,4,138,1,63463
1,22531334,578,0,12,9,108,209,1,107,1,21890845
0,5000000,26,0,1,2,327,1,1,100,1,4710749
0,20000000,579,0,1,10,1348,1,2,98,1,11341016
0,22531334,81,1,3,1,1349,3,4,107,1,1261947
0,22000000,580,0,1,14,1350,1,2,121,1,12000000
0,18000000,581,1,2,4,1351,2,3,141,1,62000000
0,12500000,15,0,1,10,1352,1,1,100,1,49002684
0,22531334,47,1,1,2,1353,1,2,86,1,83398
0,20000000,7,0,1,1,1354,1,4,93,1,8178569
0,4000000,232,0,1,12,73,1,3,136,1,13275000
0,14000000,3,0,5,5,224,1,4,126,1,35856053
1,360000,141,0,1,1,1355,1,3,113,1,36000000
0,25000000,314,1,1,11,1356,116,3,94,1,15502112
0,48000000,224,0,1,9,1357,1,4,93,1,90383208
0,16400000,3,0,1,20,258,1,2,129,1,235860116
0,18000000,280,0,1,12,66,1,3,127,1,5887457
0,22531334,134,0,1,9,1358,6,3,104,1,596349
0,700000,8,0,1,9,1359,1,3,171,1,7830611
0,2000000,7,0,9,8,1360,210,3,89,1,58510
0,20000000,582,1,1,11,1361,18,4,116,1,24145613
0,15000000,546,0,1,13,76,1,2,101,1,24769466
0,10000000,152,0,1,8,1362,1,4,100,1,66821036
1,185000000,292,1,1,123,1363,18,3,152,1,1004558444
0,28000000,15,0,1,6,1364,1,4,90,1,77516304
0,20000000,36,0,1,9,1365,1,3,94,1,7237794
0,1900000,46,0,20,1,1366,64,3,104,1,2070806
0,25000000,65,0,1,8,1367,211,3,120,1,24902723
0,8500000,459,1,1,11,1368,212,1,107,1,770706
1,60000,62,1,1,15,1369,1,3,81,1,248000000
0,180000,583,1,16,8,1370,47,3,89,1,900000
0,16000000,46,0,1,4,224,1,4,127,1,81452156
0,11000000,54,0,1,8,31,1,1,81,1,13276953
0,22531334,14,0,1,0,1371,0,1,105,1,1878561
0,2153912,584,0,13,0,1372,28,1,83,1,4864560
0,60000000,585,0,1,11,1373,1,4,124,1,159330280
0,3000000,248,0,1,6,1374,1,3,133,1,9012000
0,22531334,3,0,1,1,1375,6,3,79,1,1718328
0,41000000,1,1,1,13,1376,1,1,105,1,91636986
0,22531334,323,0,5,0,1377,8,3,98,1,457163
0,22531334,45,1,1,10,1378,9,3,108,1,5240
0,7000000,126,1,1,13,1379,1,2,98,1,60611975
0,20000000,1,0,1,1,0,1,3,98,1,2297493
0,5000000,586,1,1,5,1380,48,1,89,1,42000000
0,521873,186,0,2,2,1381,2,2,127,1,1013926
0,34000000,67,0,1,228,1382,18,2,113,1,224511319
0,22531334,5,0,5,7,1383,98,1,115,1,5000000
0,22531334,543,0,1,6,1384,18,1,132,1,21621000
0,50000000,583,1,1,11,1385,1,4,124,1,120081841
0,20000000,69,1,1,18,1386,1,2,105,1,117760134
0,22531334,3,0,1,10,61,1,4,135,1,7286388
0,22531334,8,0,5,2,1387,8,3,77,1,7424
0,22531334,402,0,1,2,1388,1,1,86,1,64227
1,3837625,1,1,1,1,1389,6,4,103,1,3867000
0,42000000,587,1,1,10,1390,88,1,100,1,89162162
0,22531334,3,0,1,1,1391,1,4,108,1,7218340
0,22531334,248,0,1,11,45,1,1,141,1,5800000
0,20000000,15,0,1,4,1392,1,1,101,1,17432163
0,120000000,46,1,1,5,1393,1,4,121,1,48668907
0,45000000,237,0,1,10,61,1,2,95,1,56070433
0,15000000,588,0,1,7,1394,1,4,130,1,42724017
0,1000000,29,0,1,6,1395,1,3,87,1,9318
0,50000000,494,0,1,7,1017,1,3,99,1,8342132
0,22531334,5,0,1,11,1396,1,1,115,1,101191884
0,5000000,211,0,1,2,26,1,4,80,1,2091037
1,152000000,589,1,1,146,1397,88,3,140,1,369907963
0,22531334,179,1,9,5,1398,97,1,96,1,5101756
1,120000000,486,1,1,10,1399,88,1,102,1,242688965
0,3347850,1,0,6,3,1400,15,2,108,1,1248748
0,4437508,356,1,2,4,316,2,3,155,1,2804874
1,22531334,590,0,1,6,1401,1,2,117,1,85313124
0,94000000,45,0,1,5,1402,41,2,116,1,54744738
1,40000000,16,1,1,10,1403,1,1,93,1,51070807
0,120000000,101,1,1,17,1404,1,3,100,1,167977596
0,22531334,170,0,1,10,1405,6,4,128,1,27634716
1,45000000,1,0,1,7,1406,1,3,95,1,124914842
0,14000000,16,0,1,7,1407,1,2,91,1,39673161
0,8000000,1,1,1,11,689,1,3,92,1,10848783
0,10000000,126,1,1,6,1408,1,3,102,1,3665069
0,5200000,14,0,2,2,1409,2,3,163,1,13000000
0,4000000,591,0,9,10,1410,213,1,90,1,1440000
0,3900000,372,0,11,1,1411,2,1,199,1,4900000
1,5500000,46,0,2,1,1412,2,3,140,1,47000000
0,25000000,592,1,5,7,1413,8,2,105,1,34100000
1,40000000,340,1,1,13,657,1,2,118,1,244527583
1,63000000,593,1,1,9,802,1,2,127,1,920100000
1,5000000,3,1,1,6,1414,1,2,121,1,23507567
0,2000000,308,0,1,3,0,80,3,90,1,120620
0,22531334,1,0,1,10,49,1,4,112,1,46434570
0,38000000,96,0,1,6,1415,1,4,98,1,122417389
0,22531334,47,0,1,6,1416,1,3,119,1,26079312
0,15000000,594,0,1,1,1417,214,2,111,1,163169
1,30000000,522,0,1,9,1064,1,3,105,1,25480490
0,48000000,595,0,1,7,1418,18,2,104,1,20915465
0,50000000,3,1,1,18,1419,1,4,141,1,83719388
1,6400000,414,1,1,19,1420,18,4,108,1,78371200
0,750000,90,0,1,2,0,1,3,98,1,4000000
0,9000000,596,1,1,9,1421,1,3,84,1,18663238
0,22531334,81,0,1,2,1422,1,3,86,1,666045
0,5000000,3,0,5,4,1423,8,2,119,1,26144
0,1000000,46,0,8,3,1424,215,3,109,1,6933459
0,17820000,1,0,5,9,88,8,1,94,1,14054361
0,50000000,320,0,1,13,224,1,3,99,1,16671505
0,22531334,14,0,30,2,1425,216,2,99,1,20666
0,2,597,0,1,2,1426,217,3,95,1,1
0,14000000,598,0,1,1,1427,218,3,94,1,9216
0,22531334,13,1,12,2,1428,53,3,108,1,88658655
0,1300000,3,1,31,0,0,0,1,135,1,639000
0,22531334,46,0,1,3,1429,1,4,96,1,718490
1,130000000,5,1,1,15,1430,1,3,120,1,276572938
0,290000,149,0,1,0,73,1,2,85,1,596000
1,190000000,45,1,1,27,1431,10,2,137,1,1506249360
0,2600000,599,0,1,13,1432,1,1,93,1,119500000
0,250000,47,0,1,8,1433,1,1,68,1,2500000
0,3000000,133,0,1,9,1434,18,4,161,1,27200000
0,22531334,3,1,1,4,1435,7,3,120,1,14631377
0,22531334,263,0,2,0,1436,2,3,158,1,1486992
0,22531334,1,0,1,2,0,1,1,91,1,8533973
0,16000000,217,1,1,7,1437,1,1,87,1,76514050
1,22531334,600,0,1,11,1438,1,3,73,1,7900000
0,22531334,226,0,1,11,248,1,4,115,1,7025496
0,13400000,472,1,1,1,0,0,4,100,1,16700000
0,65000000,394,0,1,17,1439,1,4,104,1,262797249
0,22531334,111,0,1,11,1440,1,3,98,1,1133031
0,35000000,262,0,1,8,1441,219,4,122,1,74558115
0,5000000,601,0,1,15,1442,220,3,97,1,9114264
0,1070000,602,0,1,0,1443,221,2,95,1,570000
1,3000000,603,0,1,3,1444,1,3,89,1,13308
0,35000000,102,0,1,7,1445,1,1,110,1,17508518
0,14600000,604,0,1,13,76,1,1,101,1,70906973
0,5000000,308,0,1,12,1446,56,2,110,1,110000000
0,18000000,483,1,5,7,1447,56,1,80,1,5602431
0,6000000,227,1,5,11,1448,222,4,105,1,1305195
1,97000000,605,1,1,55,1449,1,1,137,1,616801808
0,11000000,263,0,1,10,26,1,4,118,1,10032765
0,22531334,606,1,1,1,0,0,4,105,1,268431
0,22531334,78,0,1,2,1450,1,2,103,1,94633
0,22531334,87,0,1,5,1451,21,2,101,1,382267
1,11000000,220,1,1,23,1319,116,2,117,1,104931801
0,2500000,29,0,1,12,1452,1,1,119,1,11403529
0,5000000,31,0,1,6,1453,1,1,99,1,19905359
0,2159280,3,0,32,9,1454,223,4,80,1,15298355
1,7000000,47,0,1,6,689,224,2,112,1,8349430
0,22531334,3,0,33,8,1455,225,3,145,1,25461
0,10831173,26,1,1,4,1456,1,1,106,1,10654385
0,13360000,47,1,6,9,1457,226,2,118,1,2000000
0,55000000,190,1,1,14,76,1,4,134,1,95000000
0,20000000,227,1,1,9,1458,106,1,113,1,208588
1,5000000,262,0,1,6,1459,1,2,113,1,34725000
1,22531334,563,1,17,14,1460,227,3,129,1,66995253
0,5,607,0,1,0,0,228,1,141,1,135
0,3500000,1,0,1,1,434,1,4,90,1,9247881
0,30000000,1,0,1,11,1461,1,2,107,1,42886719
0,2500,14,0,1,0,0,1,1,78,1,15425
0,3800000,608,0,1,8,45,1,1,126,1,4307000
0,22531334,249,0,1,10,1462,1,3,112,1,33461269
0,14000000,3,1,1,5,1463,1,3,149,1,46495
0,4000000,609,1,17,7,1464,52,1,115,1,10785801
0,22531334,516,0,1,2,1465,64,4,150,1,217201
0,135000000,25,0,1,12,1466,229,3,134,1,163794509
0,22531334,65,0,5,5,1467,8,4,111,1,2293798
1,200000000,414,0,1,21,1468,24,3,109,1,435000000
0,22531334,610,1,1,11,89,1,4,121,1,14393902
0,22531334,611,0,12,6,1469,26,1,86,1,47301471
0,2700000,0,0,6,1,0,230,4,117,1,4635143
0,48000000,445,0,1,8,1470,21,4,147,1,207515725
0,22531334,8,0,1,6,1471,1,2,106,1,288312
0,2000000,612,0,6,1,1257,87,2,89,1,33700
1,120000000,613,1,1,14,585,1,2,142,1,649398328
0,22531334,0,0,13,1,0,28,3,91,1,314195
0,500000,14,0,1,2,1472,1,1,88,1,220151
0,22531334,8,0,9,1,0,29,2,120,1,62153
0,4000000,92,0,1,6,1473,6,4,111,1,2826523
0,1500000,148,1,1,9,1474,1,4,86,1,173066
0,19000000,614,0,1,3,1475,1,1,188,1,4750000
1,22531334,7,0,1,6,1476,1,1,81,1,5765562
0,6000000,5,0,1,5,1477,1,2,105,1,24078196
1,22531334,47,1,15,0,1478,51,4,133,1,33053559
0,50000000,126,0,1,10,1479,1,2,120,1,56714147
1,22531334,15,0,1,7,1480,17,1,96,1,19776159
0,70000000,15,0,1,9,1481,1,3,116,1,309457509
1,6500000,1,0,13,1,1482,28,1,102,1,9816332
0,1250000,14,0,5,13,1483,98,4,129,1,36144000
0,22531334,30,0,3,4,1484,3,3,124,1,1200627
0,22531334,87,0,1,1,1485,1,3,96,1,102780
1,3000000,615,1,1,9,1486,1,3,97,1,7282851
0,60000000,55,1,1,7,1487,1,3,101,1,73174566
0,30000000,33,0,1,12,1488,70,1,109,1,35294470
1,200000000,265,1,1,14,153,18,4,106,1,586090727
1,22531334,606,0,1,2,0,1,1,156,1,138913
0,130000000,616,0,1,12,1489,75,1,105,1,117831631
0,15000000,1,1,1,10,1490,1,3,89,1,6405245
0,22531334,246,0,1,10,26,1,4,105,1,27900000
0,22531334,15,0,22,2,1491,193,2,106,1,5405313
0,9000000,15,1,1,1,1492,1,3,97,1,1046166
1,1500000,5,0,1,7,1493,1,2,97,1,14697005
0,4000000,133,1,7,4,1494,196,4,103,1,530048
0,22531334,1,0,1,1,0,1,3,86,1,209935
0,17000000,617,0,1,12,45,1,4,170,1,72070731
0,3230939,618,0,11,2,755,2,2,162,1,18000000
0,22531334,1,0,1,7,1495,1,1,94,1,6538177
1,14000000,29,0,1,12,1496,88,3,97,1,38574362
0,22531334,13,0,1,4,1497,1,4,93,1,3090862
0,22531334,1,0,1,11,1498,1,4,90,1,50504655
0,9000000,47,1,1,10,1499,1,4,104,1,18803648
0,16000000,619,1,1,6,1500,1,3,91,1,24377151
1,170000000,613,1,1,21,1501,1,4,125,1,400062763
0,22531334,36,0,6,5,1502,15,3,114,1,1805884
0,1549000,620,0,12,4,1503,148,2,107,1,7096000
0,12000000,105,1,1,9,1504,1,2,93,1,32726956
0,6500000,366,0,1,2,1505,1,2,104,1,566736
1,170000000,101,1,1,19,1438,1,1,136,1,714766572
1,50000000,621,0,1,9,1506,1,2,101,1,66002004
0,3700000,22,0,1,14,1507,1,4,98,1,3338228
1,22531334,622,0,1,8,1508,1,1,93,1,181466833
0,19000000,623,1,1,15,1509,1,3,96,1,85241496
0,125000000,624,1,1,34,1510,1,2,110,1,407778013
0,22531334,60,0,1,7,61,1,2,92,1,17037887
0,108000000,625,1,1,26,1511,1,3,141,1,630161890
1,10000000,190,0,1,8,1512,1,1,137,1,100489151
0,8000000,54,0,1,2,1513,18,2,115,1,10400000
1,37000000,535,0,1,16,226,1,2,108,1,215394738
0,17000000,15,0,1,7,1514,1,1,171,1,10006806
1,22531334,626,0,8,14,1515,53,3,133,1,72287783
0,22531334,126,1,1,0,0,16,1,0,1,1
0,80000000,124,0,1,14,1516,21,4,90,1,68514844
0,5000000,315,0,1,3,1517,214,3,98,1,742898
0,19800000,26,0,1,11,1518,1,3,103,1,41296320
0,8000000,3,0,1,4,1519,231,1,112,1,53086
0,40000000,116,1,1,16,1520,1,4,138,1,251171807
1,210000000,91,0,1,1,1521,48,2,104,1,459359555
0,22531334,3,0,1,6,1522,1,1,109,1,20240128
0,22531334,274,0,1,5,1398,1,1,108,1,20642922
1,30000000,278,0,15,8,1523,51,3,115,1,17137302
0,12000000,232,0,1,6,1524,59,3,119,1,23
0,22531334,543,0,9,7,1525,152,4,103,1,1535558
0,15000000,23,1,1,11,1526,171,2,100,1,133432856
0,7000000,263,1,1,5,1527,1,4,103,1,573335
0,2300000,49,0,1,2,73,1,3,107,1,11000000
0,20000000,14,1,1,11,1528,232,3,133,1,13204291
0,22531334,217,0,13,0,1529,28,1,90,1,320395
0,5000000,14,0,1,1,47,0,4,110,1,125400
0,15000000,1,1,1,9,1530,1,3,99,1,40105542
0,12000,627,0,1,6,1531,1,1,93,1,6000000
0,22531334,6,0,1,2,1532,1,1,86,1,849915
1,700000,252,0,1,8,224,1,3,94,1,3000000
0,35000000,116,1,1,8,1533,1,1,123,1,69823199
0,7000000,65,1,1,8,1534,233,3,93,1,54600000
0,22531334,198,0,1,2,1535,1,1,108,1,6488144
0,22531334,201,0,1,2,0,234,4,150,1,355962
0,105000000,628,0,1,14,1536,235,1,109,1,266000000
0,22531334,1,0,1,0,0,0,3,88,1,251058
0,80000000,472,1,1,11,1537,236,2,110,1,230685453
0,3000000,3,1,17,1,1538,237,4,99,1,4800080
0,22531334,122,0,1,9,802,1,2,110,1,49998613
0,22531334,629,0,1,6,1539,18,2,95,1,15429177
0,22531334,4,1,1,8,1540,6,2,93,1,200406
1,48000000,122,0,1,7,1541,88,1,101,1,112462508
1,30000000,51,1,1,13,153,238,2,131,1,152427960
0,22531334,630,0,1,6,1542,1,1,102,1,1179002
0,180000000,314,1,1,11,1543,18,4,113,1,372234864
0,22531334,516,0,1,0,0,89,2,75,1,67821
0,22531334,3,0,9,7,1544,180,4,148,1,25147786
0,6500000,263,0,1,4,1545,1,3,96,1,1548955
0,56000000,133,0,1,5,1546,1,1,214,1,12923936
0,22531334,1,0,5,2,1547,8,4,90,1,3462
0,12000000,480,0,1,16,689,1,4,154,1,39673162
0,592,263,0,1,0,1548,1,3,137,1,1
0,22531334,631,1,1,3,1549,1,2,89,1,15240456
0,22531334,87,0,1,4,0,1,1,96,1,2043704
0,12000000,228,1,1,9,1550,1,1,106,1,32248241
1,5000000,7,0,1,9,1551,1,1,84,1,86362372
0,31115000,341,0,1,9,1552,239,2,248,1,71000000
0,22531334,632,0,1,1,0,0,4,100,1,6000000
1,65000000,46,1,1,9,1553,1,2,145,1,415252786
0,22531334,47,0,1,0,0,116,2,87,1,311245
1,28000000,51,1,1,10,883,18,2,127,1,195312802
0,26400000,633,0,11,4,1554,2,4,155,1,62000000
1,25000000,62,0,1,12,1555,75,1,93,1,117719158
0,28000000,14,0,1,9,1556,240,3,137,1,1749201
0,65000000,634,1,1,13,1557,18,3,159,1,162091208
0,22531334,1,0,1,4,1558,1,3,106,1,50892160
0,22531334,233,1,1,5,2,1,3,105,1,51854875
1,175000000,635,1,1,9,1559,1,2,96,1,173000000
1,83000000,636,1,1,6,802,1,2,90,1,59468275
0,40000000,1,0,1,10,1560,1,2,117,1,123494610
1,28000000,637,0,1,13,61,1,1,123,1,14051384
0,10000000,96,0,1,5,1561,1,2,105,1,25196249
0,20000000,638,0,1,12,1562,1,3,115,1,20211394
1,1500000,112,0,1,6,1563,1,4,101,1,22812411
0,30000000,639,0,1,5,26,1,3,106,1,24048000
0,22531334,640,1,1,8,1564,1,2,80,1,1100000
0,1000000,176,0,1,2,1565,1,2,78,1,10018
1,40000000,641,0,1,7,1566,1,2,98,1,26155781
1,22531334,366,0,1,8,224,18,1,108,1,20471382
0,1500000,3,0,1,4,1567,1,1,111,1,712294
0,22531334,47,0,1,8,1568,82,2,86,1,4069826
0,25000000,14,1,1,2,1569,37,4,117,1,20719451
0,22531334,11,0,2,1,1570,2,1,138,1,204
0,5000000,14,1,1,9,634,1,3,92,1,6700000
0,35000000,45,1,1,10,1571,4,4,100,1,85416905
0,22531334,14,0,9,8,1572,241,3,128,1,2628241
0,22531334,3,0,1,2,1573,96,1,122,1,14836
0,6500000,262,0,1,9,1574,1,2,105,1,31899000
0,22531334,14,0,1,4,66,1,2,126,1,50021959
0,40000000,3,1,1,12,1575,1,4,138,1,243240178
0,855000,642,0,1,1,26,1,2,96,1,1200000
1,42000000,3,0,1,14,7,1,4,104,1,119946358
0,4000000,643,0,1,1,1576,1,1,90,1,389503
0,500000,1,1,1,2,1113,1,2,87,1,500000
0,24000000,3,1,1,10,1577,1,4,126,1,88545092
0,22531334,644,1,1,2,0,1,2,85,1,35456
0,22531334,3,0,1,5,2,1,1,118,1,42647449
0,28000000,46,0,1,8,224,1,4,114,1,103173635
0,22531334,207,0,5,0,1578,242,2,91,1,7406
0,9000000,5,0,1,15,1579,243,4,111,1,7936012
0,22531334,645,0,1,10,1580,1,1,108,1,11650
0,58000000,646,0,1,10,1581,1,4,127,1,25928721
0,85000000,5,1,1,8,1582,1,1,115,1,208076205
0,22531334,263,1,1,8,1583,1,3,90,1,343341
0,8500000,255,1,1,7,1584,244,3,90,1,7500000
0,9000000,176,0,1,1,26,1,4,100,1,10364904
1,120000000,647,1,1,4,1585,18,3,126,1,415440673
0,5952000,254,0,1,8,1586,35,1,87,1,2120439
0,2300000,26,0,1,5,224,1,2,100,1,20000000
0,2000000,1,1,13,1,1587,28,4,207,1,393816
0,80000000,648,1,1,10,1588,1,1,114,1,52099090
0,10000000,1,1,1,1,1589,1,4,85,1,9069
1,40000000,649,0,1,10,1590,88,3,117,1,30199105
1,11715578,184,1,12,6,1591,26,4,108,1,21888598
0,10000000,26,0,1,6,1592,1,3,83,1,4417580
0,22531334,3,0,1,3,66,1,3,112,1,23042200
1,54000000,304,0,1,10,1593,18,4,127,1,190458706
0,22531334,14,0,1,2,1594,6,1,98,1,4176932
0,70000000,1,0,1,10,1595,1,4,104,1,225990978
0,1379375,65,0,30,2,1596,245,1,108,1,105097
