belongs_to_collection,homepage,budget,popularity,runtime,production_companies,production_countries
0,0,22649291,9,94,4226,37
0,0,28000000,2,74,4227,0
0,0,3180000,15,130,4228,1
0,1,22649291,5,93,4229,88
1,0,57000000,24,103,61,1
0,1,12000000,13,102,4230,1
0,1,60000000,12,97,4231,1
1,0,60000000,11,117,26,1
0,0,3000000,11,79,46,1
0,0,9700000,5,99,4232,376
0,1,45000000,13,131,4233,1
0,0,82000,1,76,4234,1
0,0,22000000,5,104,4235,1
0,0,12000000,1,103,4236,529
0,1,22649291,1,121,4237,2
0,1,149000000,10,85,547,18
0,1,9000000,8,123,4238,18
1,1,60000000,16,118,4239,161
0,0,2500000,0,107,0,28
0,1,12000000,7,99,4240,1
0,1,22649291,1,87,4241,1
0,1,130000000,17,163,4242,1
1,0,100000000,23,137,4243,25
1,0,15000000,8,98,45,1
0,1,8000000,6,91,4244,1
0,0,884130,0,137,0,0
0,1,35000000,9,126,4245,1
0,0,22649291,2,89,4246,530
0,1,125000000,15,105,4247,1
0,0,22649291,2,89,4248,6
0,0,22649291,6,125,2884,1
0,0,38000000,10,129,4249,1
1,0,145000000,14,93,1972,1
0,0,1052753,3,120,4250,61
0,0,22649291,2,101,4251,383
0,0,850000,11,99,4252,74
1,0,2000000,10,97,4253,1
0,0,90000000,14,118,2760,1
0,0,10000000,13,97,4254,18
0,1,70000000,15,133,4255,1
0,1,22649291,2,108,4256,1
0,1,5000000,8,87,4257,21
1,0,12000000,13,88,4258,1
0,0,22649291,1,80,0,0
0,0,22649291,8,100,4259,1
0,1,22649291,7,180,4260,531
0,0,5980000,4,149,4261,2
0,1,30000000,8,89,4262,96
0,0,40000000,6,85,66,1
0,1,1000000,9,89,4263,1
0,1,30000000,9,133,4264,532
0,0,25000000,11,102,4265,88
0,0,22649291,10,106,4266,29
1,1,15000000,9,101,4267,8
0,0,7000000,6,102,0,1
0,0,1000000,7,93,4268,103
1,1,130000000,25,146,2974,1
0,0,22649291,4,94,0,1
0,0,22649291,3,124,0,1
1,0,10000000,5,99,4269,10
0,0,28000000,8,99,4270,1
0,0,22649291,1,94,4271,6
0,0,250000,4,101,4272,1
1,0,2500000,11,105,4273,533
0,0,17000000,3,115,4274,1
1,1,22649291,8,95,4275,1
0,1,11000000,12,120,4276,18
0,1,27500000,13,120,4277,1
0,0,15000000,7,162,73,1
0,0,45000000,15,113,4278,1
0,0,22649291,1,112,4279,29
0,1,85000000,8,104,4280,1
1,0,22649291,6,115,843,1
1,0,76000000,2,107,4281,1
1,0,25000000,8,88,77,74
0,0,25000000,7,121,4282,1
0,0,22649291,7,100,176,1
0,0,12000000,3,117,4283,460
0,1,300000,2,112,1743,1
0,1,20500000,6,109,4284,534
0,0,13000000,6,91,47,1
0,0,15000000,13,122,4285,1
0,0,11500000,10,100,4286,18
0,0,22000000,3,108,4287,1
0,1,2000000,1,109,0,1
0,0,9200000,7,114,45,1
1,1,48000000,18,109,4288,25
0,0,60000000,8,110,4289,535
0,0,22649291,1,90,0,1
0,0,22649291,16,105,4290,430
0,0,10000000,1,79,61,1
1,0,6000000,9,108,4291,536
0,0,7500000,3,112,4292,1
1,0,6000000,8,110,2424,1
0,1,100000000,10,104,4293,537
0,0,22649291,2,140,4294,1
0,1,20000000,0,171,4295,2
0,0,1250000,9,118,224,1
0,0,22649291,3,124,4296,6
0,1,19000000,7,100,4297,63
1,0,45000000,8,82,4298,1
0,0,22649291,2,46,4299,1
1,1,2280000,8,124,2,1
1,0,90000000,9,132,3958,1
0,0,52000000,10,113,4300,21
0,0,20000000,8,133,4301,9
0,0,41677699,8,100,4302,51
0,0,22649291,8,124,2053,1
0,0,15000000,10,96,4303,110
0,0,29000000,8,126,1966,1
1,0,200000000,16,104,269,1
0,0,1200000,12,99,4304,1
0,0,10000000,6,84,4305,1
0,1,25000000,12,100,4306,1
0,0,22649291,9,103,4307,1
0,0,150000000,11,95,620,1
0,1,18500000,7,100,4308,1
0,0,25000000,13,81,4309,1
0,0,500000,10,89,4310,1
0,0,25000000,12,110,4311,1
0,1,22649291,13,121,4312,1
0,0,21000000,6,87,4313,24
1,1,200000000,17,115,4314,538
0,0,22649291,1,101,4315,1
0,1,22649291,5,118,4316,29
0,1,29000000,15,123,31,1
0,0,25000000,7,120,2,1
0,0,100000000,17,119,4317,1
0,0,22649291,11,103,4318,1
0,1,30000000,12,95,4319,1
1,0,18000000,18,117,4320,6
0,1,8000000,8,137,4321,539
0,0,22649291,14,85,4322,1
0,0,34000000,11,119,4323,1
0,0,22649291,2,93,4324,1
0,1,22649291,7,98,4325,21
0,0,40000000,10,110,4326,1
0,1,22649291,10,96,197,194
0,0,22649291,3,98,0,1
0,1,30000000,10,115,4327,1
0,0,7000000,8,104,4328,1
0,0,22649291,7,110,4329,299
1,1,150000000,21,138,804,18
1,1,40000000,12,159,4330,2
0,0,22649291,5,143,4331,18
0,1,5510000,2,139,1790,2
0,0,45000000,8,103,4332,1
0,0,1500000,4,85,689,0
0,0,60000000,12,136,4333,136
0,0,25000000,7,105,73,1
0,0,5000000,3,90,4334,1
1,0,39000000,10,125,4335,18
0,1,34000000,11,90,4336,1
0,0,22000000,14,122,4337,540
1,1,150000000,25,157,4338,18
0,1,22649291,2,134,2461,1
0,0,22649291,8,105,802,1
1,1,7000000,9,110,4339,1
0,1,50000000,10,125,4340,1
0,1,22649291,7,119,4341,51
1,1,75000000,20,142,2974,1
0,0,5000000,7,89,4342,88
0,0,22649291,9,100,4343,541
0,1,35000000,12,96,4344,1
0,0,27000000,3,113,4345,1
1,0,3000000,13,93,26,1
0,0,22649291,5,91,4346,88
0,1,5000000,5,97,4347,1
0,1,176000003,21,124,4348,1
0,0,13000000,7,120,4349,8
0,1,2000000,1,128,4350,30
0,0,19000000,20,144,4351,116
0,0,5000000,9,93,4352,1
0,0,750000,1,179,4353,2
0,0,2000000,0,93,4354,1
0,0,26000000,13,125,4355,1
0,1,50000000,9,109,4356,1
0,0,22649291,2,93,4357,1
1,0,4500000,8,96,146,1
1,1,230000000,134,129,4358,1
0,0,22649291,3,98,4359,42
1,1,90000000,40,129,4360,542
0,0,40000000,7,95,4361,1
1,0,22649291,13,101,4362,1
0,0,3200000,0,86,2277,28
1,1,27000000,10,89,1106,1
1,0,6200000,7,89,4363,1
0,0,10000000,7,91,802,1
0,0,3500000,3,149,45,1
0,0,18000000,18,119,4364,1
0,1,175000000,19,96,1235,1
1,0,10800000,10,92,3391,1
1,0,32000000,7,89,4365,21
0,0,22649291,6,105,4366,1
0,0,25000000,7,100,76,1
0,1,22649291,0,96,4367,543
0,0,7400000,1,172,4368,2
0,0,200000,1,124,4369,2
1,1,30000000,9,104,4370,56
0,0,22649291,10,112,1493,6
0,0,14000000,8,132,422,1
1,0,26000000,10,94,2024,1
1,0,22649291,19,119,224,1
0,0,20000000,5,97,197,6
0,1,22649291,1,112,4371,1
1,0,35000000,5,107,4372,260
0,1,200000,9,42,0,1
1,0,15000000,4,111,64,1
0,0,2100000,6,102,4373,17
1,0,1400000,10,320,4374,2
0,0,68000000,10,136,4375,1
0,0,3000000,5,110,184,1
0,1,22649291,6,116,4376,1
1,0,6000000,0,135,2266,28
0,0,22649291,2,89,0,0
0,0,15000000,4,120,4377,59
0,0,10000000,5,117,4378,8
0,1,20000000,8,100,4379,1
0,0,12000000,6,100,4380,1
0,0,40000000,11,115,4381,347
0,1,22649291,5,76,4382,35
1,1,45000000,3,94,4383,544
0,0,22649291,3,115,4384,51
0,0,22649291,1,111,0,545
1,0,35000000,10,103,4385,25
0,0,100000000,11,105,4386,21
0,1,22649291,10,99,4387,1
0,0,100000000,13,146,4388,1
0,0,3800000,6,105,4389,1
0,0,22649291,1,89,0,28
0,0,22649291,3,114,4390,1
0,0,7000000,1,119,0,1
0,0,18000000,6,95,4391,21
0,0,22649291,6,90,0,6
0,0,25000000,13,101,4392,18
0,1,45000000,7,99,4393,1
0,0,35000000,19,93,4394,546
0,0,22649291,6,119,45,1
0,1,10400000,6,170,1790,2
0,1,80000000,7,80,4395,547
1,1,24000000,8,88,4396,1
0,0,14000000,8,90,4397,1
0,1,22649291,1,94,4398,1
0,1,7000000,4,95,4399,1
0,0,14000000,6,163,4400,2
0,0,425000,2,91,4401,1
0,1,54000000,9,108,4402,1
1,1,15000000,12,109,4403,1
0,1,28000000,8,81,4404,1
0,1,30000000,7,123,4405,177
0,0,8500000,2,90,73,119
0,1,125000000,16,121,4406,88
0,0,24000000,5,115,4407,1
0,1,60000000,8,106,4408,109
0,0,20000000,5,124,26,1
0,0,9000000,5,128,4409,51
0,0,1400000,0,90,0,139
0,0,22649291,8,107,4410,1
0,0,22649291,5,96,4411,8
0,0,22649291,3,100,4412,1
1,0,105000000,5,119,4413,1
0,0,46000000,11,118,4414,1
1,1,22649291,6,100,4415,51
1,0,15000000,7,114,3059,1
0,1,25000000,8,101,4416,1
0,0,15000000,8,112,2594,0
1,0,10000000,7,106,4417,89
1,1,55000000,29,118,4418,1
0,0,17000000,4,98,4419,1
0,0,12000000,9,103,299,1
1,0,19000000,4,119,4420,1
0,0,132000000,20,116,4421,1
0,0,45000000,7,128,4422,24
1,0,16000000,10,90,4423,1
0,1,22649291,14,90,4424,1
1,0,70000000,15,114,4425,24
0,1,50000000,16,133,4426,1
0,0,130000000,11,139,4427,1
0,0,22649291,2,94,4428,1
0,1,40000000,8,129,4429,548
1,0,2800000,17,111,4430,18
1,1,15000000,17,109,4431,1
0,1,22649291,1,140,0,30
0,0,38000000,7,117,26,1
1,0,15000000,3,114,4432,1
0,0,75000000,14,135,4433,1
0,0,22649291,5,88,4434,1
0,0,19000000,7,115,4435,1
0,0,50000000,9,97,4436,1
1,0,31000000,11,99,4437,1
0,0,7100000,3,144,4438,2
1,0,22649291,6,104,4439,1
0,0,27000000,12,113,4440,1
0,1,50000000,8,117,4441,18
0,0,22649291,9,100,2009,1
0,0,18000000,9,136,3660,1
0,1,22649291,2,95,4442,1
0,1,90000000,19,151,4443,74
0,0,1300000,0,97,4444,28
0,0,7000000,3,192,1790,2
0,0,22649291,2,102,4445,29
0,0,22649291,0,110,4446,29
1,0,150000000,15,127,4447,21
0,0,22649291,11,128,4448,8
0,0,22649291,9,117,4449,6
0,1,15000000,11,115,4450,1
0,0,20000000,11,130,4451,549
0,1,25697387,3,87,0,26
0,0,22649291,0,92,4452,121
0,0,22649291,5,92,0,1
1,0,25000000,16,93,4453,106
1,1,34000000,11,126,883,106
0,0,22649291,4,99,4454,1
1,0,1978000,1,104,3913,1
0,0,22649291,4,115,4455,1
0,0,22649291,4,127,1467,550
0,1,22649291,8,104,4456,1
0,0,18000000,8,131,4457,551
1,0,22649291,9,100,4458,51
0,0,22649291,1,84,4459,1
0,0,22649291,0,102,4460,325
0,1,25000000,9,99,4461,552
0,1,25000000,7,146,4462,553
0,0,22649291,10,100,960,1
0,0,5000000,5,128,4463,3
0,1,22649291,3,136,0,1
0,1,130000000,16,144,4464,554
0,1,37000000,7,114,4465,555
0,0,4000000,15,99,4466,124
0,1,23000000,12,119,224,1
1,0,11000000,10,98,31,1
0,0,24000000,5,145,4467,29
0,0,22649291,17,97,4468,8
0,0,22649291,0,102,0,0
0,0,40000000,10,96,4469,1
0,0,15000000,11,120,4470,556
0,0,22649291,1,93,4471,88
0,1,28000000,14,135,4472,106
0,1,1,2,114,4473,1
0,1,39000000,7,86,4474,1
0,0,25000000,9,87,4475,70
1,0,22649291,6,83,45,1
0,1,22649291,6,103,4476,8
0,0,22649291,2,107,4477,121
0,0,22649291,4,99,61,1
0,0,50000000,11,109,4478,21
0,1,30000000,8,101,4231,21
0,0,2500000,1,107,0,2
0,0,13000000,7,133,4479,513
0,0,5000000,2,102,4480,1
0,0,22649291,5,110,4481,1
0,0,28000000,7,132,3170,45
1,0,7000000,8,99,31,1
0,0,55000000,13,133,109,1
0,1,11000000,7,95,4482,1
1,1,150000000,29,115,1438,1
1,0,22649291,2,92,3221,557
0,0,26000000,14,105,489,1
1,1,47000000,13,75,4483,21
0,0,22649291,4,88,4484,21
1,0,22649291,6,105,76,18
0,1,58000000,7,125,4485,1
1,1,125000000,19,149,4486,558
0,0,7000000,6,170,4487,28
0,1,10000000,6,111,4488,8
1,1,22649291,10,95,4489,332
0,0,23000000,7,118,4490,1
0,0,1530000,8,81,4491,121
0,0,150000,1,94,4492,1
0,0,24000000,16,119,4493,51
0,0,70000000,15,144,2260,1
1,1,22649291,10,123,4494,559
0,0,22649291,4,85,4495,560
0,0,30000000,8,97,4496,21
1,1,23000000,11,91,4497,21
0,0,1000000,2,95,0,1
0,0,55000000,10,122,4498,106
0,1,2500000,9,85,4499,1
0,1,30000000,16,99,4500,1
1,0,35000000,11,118,109,1
1,1,110000000,10,103,4501,1
0,0,22649291,6,98,4502,1
0,1,9000000,15,113,4503,1
0,1,22649291,3,117,4504,1
0,1,9000000,9,86,4505,1
0,0,22649291,6,89,4506,1
0,0,6000000,3,157,4507,1
1,0,22649291,1,103,0,1
0,0,4000000,18,93,7,1
0,1,49900000,6,102,4508,1
0,0,7500000,6,131,4509,1
0,1,22649291,9,94,4510,35
0,1,60000000,8,86,1972,1
0,0,10000000,6,101,45,1
0,0,55000000,13,96,61,1
0,0,400000,1,96,0,37
0,0,18000000,10,104,4511,1
0,0,245000,2,151,73,1
0,0,22649291,7,128,4512,18
0,0,22649291,0,88,0,6
1,0,22649291,7,78,4513,18
1,0,16000000,17,116,4514,18
0,0,35000000,6,111,4515,1
0,1,60000000,6,103,4516,1
0,0,35000000,10,99,4517,1
0,0,22649291,4,100,4518,8
0,0,25000000,13,93,4519,1
0,0,20000000,4,199,4520,1
0,1,22649291,35,130,4521,51
1,0,3500000,3,104,4522,37
0,1,150000000,10,103,4523,1
0,0,30000000,7,100,4524,1
0,0,22649291,7,118,26,1
0,0,1000000,9,90,61,1
0,0,26000000,9,104,4525,1
0,1,90000000,14,178,828,1
0,0,35000000,10,153,1055,1
1,1,19000000,14,97,31,1
0,0,22649291,3,87,31,1
0,0,26000000,4,158,4526,2
0,0,4000000,6,88,4527,1
0,0,3000000,7,112,4528,75
1,0,15000000,2,113,2461,1
0,1,150000000,18,116,1679,1
0,0,22649291,4,70,4529,1
0,1,4002313,1,98,4530,0
0,1,50000000,6,92,4531,1
0,0,22649291,2,83,4532,1
0,0,19000000,14,114,1055,1
0,0,20000000,10,103,4533,1
0,1,22649291,1,98,0,1
0,1,10000000,5,108,4534,6
0,0,11000000,41,111,4535,436
1,1,74000000,12,93,4536,1
0,0,38000000,8,140,4537,1
0,1,22649291,4,98,4538,561
0,0,22649291,7,91,0,18
1,0,5000000,8,92,4539,1
1,0,50000000,12,91,620,1
0,0,12000000,2,90,4540,1
0,1,36000000,9,105,4541,1
0,0,22649291,9,90,4542,1
0,0,14500000,7,93,61,1
0,0,22649291,10,108,4543,1
0,0,22649291,3,110,4544,383
0,0,22649291,0,82,4545,28
0,0,40000000,14,189,4546,1
0,0,22649291,7,106,4547,45
0,0,107000000,9,157,2558,1
0,0,25000000,8,115,506,1
1,0,1250000,4,88,4548,1
0,1,33000000,18,127,4549,1
0,0,7400000,8,136,4550,562
0,0,38000000,6,106,4551,1
0,0,40000000,7,117,26,1
1,0,6000000,9,114,61,1
0,0,55000000,12,98,2801,1
0,0,18000000,3,99,4552,1
1,0,30,6,78,3469,21
0,0,22649291,7,96,4553,8
0,0,2995000,1,154,224,1
0,0,20000000,10,88,4554,1
0,1,30000000,11,113,4555,1
0,0,30000000,6,127,4556,1
1,0,6800000,10,107,4430,1
0,1,100000000,31,107,4557,563
0,0,70000000,7,99,812,1
0,0,21000000,8,116,4558,1
0,0,10000000,6,89,4559,1
0,0,950000,3,103,4560,1
0,0,23400000,3,174,4561,2
0,1,29000000,13,129,4562,1
0,0,22649291,2,108,4563,6
0,0,7000000,8,105,4564,564
0,0,160000,4,84,4565,98
0,0,22649291,3,94,4033,1
0,1,165000000,214,102,620,1
0,0,5000000,4,105,4566,45
0,0,100000000,13,98,4567,1
0,0,5000000,5,87,4568,1
0,1,76000000,14,109,4569,18
0,0,22649291,2,112,0,3
1,1,20000000,7,102,4570,1
0,1,50100000,10,105,4571,1
0,0,22649291,0,93,4572,1
0,1,17000000,1,102,4573,1
0,0,22000000,10,100,4574,1
0,0,18000,1,150,4575,2
0,0,60000000,13,101,4576,14
0,0,22649291,5,100,4577,1
0,0,28000000,7,94,4578,1
0,0,20000000,15,107,4579,1
0,0,450000,2,89,1846,1
0,0,17000000,5,136,4580,1
0,0,12500000,7,100,4581,1
0,0,20000000,5,97,4582,1
0,1,58000000,36,103,4583,1
0,0,16000,1,66,4584,1
1,1,2500000,7,86,4585,1
0,0,22649291,8,148,4586,80
1,0,322000,1,81,4587,1
0,0,140000000,20,154,4588,565
1,0,3500000,13,88,26,1
0,0,22649291,2,110,4589,1
0,0,3800000,8,115,4590,321
1,1,22649291,6,91,2771,26
0,0,923000,6,95,4028,1
0,1,41000000,8,110,4591,1
0,0,35000000,8,113,4592,1
0,0,17000000,9,96,4593,73
0,0,10000000,7,96,31,1
0,0,160000000,10,102,66,1
1,1,22649291,7,88,160,1
1,0,400000,11,93,4594,37
0,0,25000000,6,109,4595,1
1,0,22649291,2,95,2266,28
0,0,5000000,15,117,4596,1
0,0,2500000,2,100,0,1
0,1,22649291,4,108,4597,1
0,0,3000000,8,92,4598,1
0,0,2800000,1,175,4599,2
0,0,22649291,32,86,4600,18
0,1,3000000,2,93,4601,1
0,1,22649291,10,121,4602,195
0,1,69000000,12,114,4603,1
0,0,5000000,6,100,4604,1
0,1,80000000,9,96,4605,1
0,0,22649291,3,128,4606,1
0,1,120000000,15,124,4607,1
0,1,20000000,11,102,3342,1
0,1,22649291,1,79,0,0
1,0,5000000,14,87,4608,1
0,0,22649291,2,113,4609,1
0,1,200000000,11,130,4610,1
0,0,2300000,1,107,4611,325
0,0,22649291,4,113,0,51
0,0,22649291,0,92,0,0
0,1,22649291,3,120,4612,51
0,0,22000000,10,109,4613,1
0,0,100000000,20,99,4614,1
0,0,22649291,0,80,4615,1
0,1,64000000,11,92,4616,8
0,0,22649291,4,84,4617,1
0,0,15000000,8,139,4618,1
1,1,50000,0,110,0,0
0,0,22649291,13,116,4619,436
1,1,3000000,7,92,562,1
0,0,6000000,3,98,4620,1
0,0,22649291,1,104,0,566
0,0,220000,1,130,4621,2
0,0,42000000,6,91,4622,1
0,0,22649291,1,83,0,0
0,0,439000,5,89,45,1
0,0,22649291,5,104,4385,25
0,1,15000000,9,102,4623,1
0,0,22649291,1,114,0,3
0,0,18000000,4,152,3281,1
0,1,70000000,8,127,4624,29
0,1,25000000,7,137,4625,567
0,1,30000000,14,115,4626,568
1,1,1800000,6,87,4627,70
0,1,60000000,8,96,4628,1
0,1,22649291,5,95,4629,1
0,0,3000000,36,133,4630,1
0,0,25000000,8,93,4631,1
1,1,4000000,16,79,46,1
0,1,500000,0,93,0,0
0,1,80000000,12,128,4632,131
0,1,55000000,16,95,4633,6
0,0,22649291,6,100,31,1
1,0,1800000,14,91,2835,1
0,0,3000000,12,125,4634,1
0,1,3500000,2,90,4635,1
1,0,22649291,9,81,4636,1
0,0,22000000,13,132,31,1
0,0,22649291,6,150,2250,2
0,1,32500000,7,125,4637,1
0,1,125000000,28,115,4638,569
0,0,22649291,1,90,3622,1
0,0,500000,0,157,4639,2
0,1,5000000,5,99,4640,121
0,1,40000000,17,120,4641,1
1,0,9000000,7,106,4642,1
0,0,19000000,5,110,76,1
0,1,10000000,4,100,4643,1
0,0,13000000,11,112,4644,1
0,1,22649291,9,106,4033,1
1,0,900000,7,95,4645,26
0,0,137000000,15,138,4646,1
0,0,22649291,3,94,4647,8
0,0,3000000,1,169,0,2
0,1,3000000,9,101,4648,1
0,0,60000000,12,97,3297,1
1,0,17000000,20,120,4649,570
0,0,4800000,6,90,4650,571
0,0,6500000,10,111,89,1
0,0,25000000,4,117,4651,0
0,0,15000000,7,111,224,1
0,0,15000000,11,84,4652,59
0,0,80000000,11,138,4653,1
1,0,35000000,9,110,4654,99
0,0,35000000,15,125,4655,102
0,1,22649291,0,117,0,572
0,0,22649291,2,126,4656,1
0,1,22649291,2,107,0,1
0,1,22649291,1,88,4657,1
0,1,30000000,4,125,4658,53
0,1,22649291,18,94,4659,573
1,0,38000000,7,100,1106,1
0,1,130000,0,70,4660,1
0,0,22649291,1,85,4661,35
0,0,17000000,4,106,76,1
0,0,36000000,10,98,4662,1
0,1,70000000,10,115,4663,1
0,0,22649291,0,104,4664,6
0,0,22649291,10,132,4665,1
1,0,30000000,8,75,4666,10
0,1,65000000,7,87,4667,1
1,0,24000000,8,105,4668,1
1,1,6500000,1,89,0,1
0,1,75000000,7,134,4669,1
0,0,500000,0,157,0,2
0,0,7000000,3,106,0,0
0,0,5000000,4,108,4670,98
0,0,3000000,6,128,61,1
1,0,22649291,9,105,4671,26
0,1,160000000,7,99,4672,1
1,1,22649291,5,120,4673,51
0,0,22649291,2,98,0,1
0,0,1200000,9,105,45,1
0,1,22649291,0,96,4674,1
0,1,8000000,9,98,1066,1
0,1,25000000,11,103,4675,18
1,0,18000000,8,97,4676,1
1,1,125000000,25,130,804,18
0,0,35000000,12,124,4677,18
0,0,22649291,5,107,4678,1
1,1,250000000,31,151,4679,1
0,0,22649291,11,105,0,253
1,1,12000000,8,98,4680,1
0,1,22649291,4,104,4681,152
0,1,22649291,8,84,4682,574
0,0,22649291,10,123,76,1
0,0,22649291,15,99,4683,1
0,0,12000000,8,92,0,1
0,0,35000000,12,83,3096,1
0,0,15000000,4,90,4684,1
0,1,50000000,10,95,4685,1
0,0,155000000,13,175,4686,575
0,0,6500000,7,124,4687,576
1,1,237000000,185,162,4688,116
0,0,1920000,3,113,73,1
0,0,22649291,1,102,0,0
1,0,55000000,10,110,4689,74
0,1,1500000,1,156,4690,2
0,0,4600000,10,103,4691,1
1,0,55000000,8,114,4692,6
1,0,3000000,9,87,4693,1
1,0,4500000,13,114,4694,51
0,0,21000000,5,120,66,1
0,0,2000000,6,89,4695,1
0,0,22649291,4,113,4696,577
0,1,22649291,11,105,4697,1
0,0,10000000,13,122,4698,25
0,0,20000000,6,124,4699,1
0,0,2500000,11,110,4700,1
0,0,6000000,8,120,2709,1
1,0,25000000,9,119,4701,1
0,0,22649291,2,106,4702,1
0,0,9100000,4,170,528,2
0,0,22649291,5,110,4703,325
0,1,2000000,8,109,4704,1
1,1,25000000,11,96,501,578
0,0,8169363,7,90,26,1
1,1,300000,14,91,4705,1
0,1,30000000,10,160,4706,48
0,0,22649291,2,99,145,37
1,0,70000000,19,124,3041,1
0,1,20000000,12,106,4707,89
0,0,22649291,6,94,4506,1
1,1,80000000,24,124,4708,1
0,0,8000000,7,82,61,1
0,1,165000000,32,169,4709,480
0,1,5000000,6,98,4710,1
0,1,22649291,12,116,4711,37
0,0,1600000,8,103,490,1
1,1,23000000,6,108,4712,1
0,0,22649291,9,104,4713,1
0,1,26000000,25,116,4714,1
0,1,22649291,8,82,4715,1
0,0,25500000,15,128,4716,25
0,0,6000000,4,208,4717,103
0,0,1100000,1,117,4718,1
0,0,22649291,1,97,4719,1
0,0,11500000,12,162,4720,579
0,0,1050255,1,129,4721,2
0,1,55000000,8,97,4722,1
1,1,125000000,38,152,4723,18
0,0,22649291,1,97,4724,1
0,0,2515000,1,124,224,1
1,0,60000000,10,96,4725,59
1,1,139000000,29,121,4726,1
0,1,22649291,6,91,4727,1
0,1,150000,1,97,4728,1
0,0,35000000,6,109,4729,1
0,1,28000000,10,104,4730,59
1,0,10000000,10,178,4731,580
0,1,22649291,1,96,0,0
0,0,3800000,0,107,2461,35
0,1,25000000,18,115,4732,1
0,0,22649291,7,113,66,1
1,0,37931000,2,77,4733,1
0,0,22649291,12,111,4734,6
0,0,10000000,7,101,4735,1
0,0,20000000,6,96,1846,1
0,0,22649291,4,84,4736,17
1,0,1000000,3,107,4737,51
0,0,20000000,7,97,4738,1
0,1,400000,2,90,4739,1
0,1,22649291,7,128,4740,29
0,1,22649291,5,108,4741,581
0,0,15000000,11,97,4742,177
0,0,12000000,12,86,4743,1
0,1,30000000,12,121,4744,1
1,0,22649291,6,116,732,121
0,0,22649291,6,101,61,1
0,1,2745000,1,88,4745,582
0,0,22649291,1,101,4746,1
0,0,22649291,2,100,4747,17
0,1,55000000,7,105,4748,1
0,0,8000000,4,107,4749,583
0,0,80000000,12,115,4750,1
0,0,20000000,7,90,4751,88
0,0,18000000,8,101,4752,1
0,0,4000000,14,118,4753,1
0,0,927262,6,107,26,1
1,1,22649291,8,86,4754,18
1,1,54000000,17,117,4755,21
0,1,50000000,20,112,4756,1
0,0,22649291,1,99,4757,1
0,0,22649291,2,44,4758,1
0,0,9000000,6,97,7,1
0,0,45000000,7,105,4759,144
0,0,3000000,5,100,4760,1
0,0,110000,1,165,4761,2
0,1,200000000,17,158,4762,88
0,0,22649291,9,86,4763,8
1,1,22649291,8,109,4764,18
0,0,32000000,6,109,4765,1
0,0,40000000,10,94,4766,1
0,0,24000000,4,84,4767,1
0,0,12000000,4,102,26,1
0,0,80000000,11,130,1276,1
0,1,4000000,3,109,4768,6
0,0,12000000,4,122,4769,57
0,0,58000000,7,103,4770,1
0,1,22649291,2,94,4771,121
0,0,22649291,1,116,73,70
0,0,22649291,7,87,4772,1
0,1,60000000,7,90,4773,161
0,0,12000000,4,104,4774,1
1,0,650000,19,127,4775,584
0,1,2090000,3,109,224,1
0,0,22649291,6,150,4776,6
0,1,22649291,6,97,4777,59
1,1,36000000,10,134,4778,24
0,1,22649291,1,76,4779,1
1,0,55000000,14,103,4780,1
0,1,60000000,10,106,4781,1
1,0,75000000,16,86,2456,1
0,0,4000000,1,94,64,1
0,0,35866397,4,98,4782,585
1,1,100000000,12,90,418,1
0,0,15000000,8,94,4783,1
0,0,10000000,6,111,2956,37
1,0,5000000,8,97,4784,37
0,0,9000000,0,82,4785,586
0,1,13000000,6,105,4786,1
1,0,22649291,9,75,4787,1
0,1,1000000,6,115,4788,587
1,1,85000000,16,91,418,1
0,0,22000000,6,121,4789,1
0,1,65000000,7,130,4790,1
1,0,18000000,11,101,3218,1
0,0,22649291,4,86,47,1
0,0,10000000,6,92,4791,1
0,0,100000000,9,131,4792,21
0,0,65000000,13,119,4793,1
0,1,22649291,0,90,0,1
0,0,25000000,12,103,4794,4
0,1,100000000,10,157,4795,18
1,1,63000000,33,136,4796,59
1,0,1000000,7,90,4797,436
0,1,150000000,9,138,4798,1
0,0,2000000,3,103,4799,1
0,0,25000000,6,93,4800,1
0,0,22649291,4,90,4801,8
0,1,22649291,1,93,0,0
0,0,22000000,14,106,4802,341
0,0,15000000,8,93,4803,24
1,1,22649291,5,80,608,29
0,1,750000,9,102,4804,1
0,0,8000000,6,84,4805,1
0,0,70000000,10,116,4806,1
1,0,12000000,15,87,4807,99
0,1,1500000,2,112,4808,1
0,0,22649291,3,97,224,1
0,0,22649291,5,95,4809,588
1,0,21000000,8,96,4810,74
0,0,22649291,0,95,0,26
0,0,22649291,1,106,224,1
0,0,28000000,6,90,4811,589
0,0,20000000,9,104,66,1
0,1,22649291,8,100,4812,1
1,0,14800000,9,115,4813,1
0,0,75000000,15,126,4814,1
1,0,25000000,8,108,61,1
1,0,17900000,10,89,4815,214
1,1,22649291,5,93,4816,1
0,0,90000000,2,104,31,0
1,0,8000000,8,111,66,1
0,0,9000000,11,121,3475,1
0,1,22649291,2,96,4817,1
1,1,36500000,2,115,4818,28
0,1,700000,9,97,0,1
0,1,6000000,7,121,4819,1
0,0,35000000,5,155,843,1
0,1,4141459,5,87,4820,8
0,0,1000000,5,84,2438,1
1,0,45000000,10,93,4821,1
0,1,45202,5,95,4822,18
0,0,8000000,7,112,4823,1
0,1,22649291,1,130,0,3
